
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,DFS
1,1,2015-10-28,31-253,WAS,@,ORL,W (+1),1,35:39,4,6,.667,0,0,,2,2,1.000,2,6,8,2,0,2,2,1,10,11.0,+14,26.0
2,2,2015-10-30,31-255,WAS,@,MIL,W (+5),1,26:29,3,6,.500,0,0,,3,4,.750,3,6,9,1,0,1,3,2,9,7.1,-12,22.3
3,3,2015-10-31,31-256,WAS,,NYK,L (-7),1,25:33,2,8,.250,0,0,,5,6,.833,1,4,5,1,1,0,4,5,9,1.4,-13,16.8
4,4,2015-11-04,31-260,WAS,,SAS,W (+3),1,28:03,4,9,.444,0,0,,2,2,1.000,0,8,8,1,0,1,3,3,10,4.9,+4,22.0
5,5,2015-11-06,31-262,WAS,@,BOS,L (-20),1,25:37,4,7,.571,0,0,,2,3,.667,1,7,8,5,1,3,1,2,10,13.9,+6,35.0
6,6,2015-11-07,31-263,WAS,@,ATL,L (-15),1,26:13,4,8,.500,0,0,,2,2,1.000,1,9,10,1,2,1,3,1,10,9.4,-20,30.0
7,7,2015-11-10,31-266,WAS,,OKC,L (-24),1,27:12,5,11,.455,0,0,,5,6,.833,2,1,3,1,0,1,1,1,15,10.6,-19,21.8
8,8,2015-11-14,31-270,WAS,,ORL,W (+9),1,27:49,4,9,.444,0,0,,5,7,.714,5,5,10,1,0,1,0,3,13,12.7,+6,30.5
9,9,2015-11-17,31-273,WAS,,MIL,W (+29),1,27:03,4,9,.444,0,0,,4,6,.667,1,8,9,1,0,0,1,1,12,8.9,+22,24.3
10,10,2015-11-21,31-277,WAS,@,DET,W (+2),1,25:42,7,11,.636,0,0,,0,0,,4,4,8,1,0,0,3,2,14,10.0,-22,24.0
11,11,2015-11-24,31-280,WAS,,IND,L (-17),1,23:40,4,10,.400,0,0,,2,4,.500,5,4,9,5,2,1,2,2,10,11.9,-15,33.8
12,12,2015-11-25,31-281,WAS,@,CHO,L (-14),1,30:53,6,8,.750,0,0,,5,6,.833,4,8,12,0,1,2,2,3,17,17.8,-10,38.5
13,13,2015-11-27,31-283,WAS,@,BOS,L (-33),1,29:15,1,8,.125,0,0,,2,2,1.000,6,3,9,4,0,0,3,3,4,2.5,-23,19.8
14,14,2015-11-28,31-284,WAS,,TOR,L (-2),1,33:52,8,14,.571,0,0,,0,1,.000,3,7,10,1,1,1,2,4,16,12.0,-1,34.5
15,15,2015-12-01,31-287,WAS,@,CLE,W (+12),1,32:43,7,10,.700,0,0,,1,2,.500,0,11,11,0,1,4,3,5,15,12.5,+8,38.8
16,16,2015-12-02,31-288,WAS,,LAL,L (-4),1,37:10,9,15,.600,0,0,,0,0,,2,8,10,1,2,1,3,3,18,14.1,+2,38.0
17,,2015-12-04,31-290,WAS,,PHO,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
18,,2015-12-06,31-292,WAS,,DAL,L (-12),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
